Customer ID,Age,Gender,Income,Location,Device Used,Product Categories Purchased,Total Orders,Average Order Value,Days Since Last Purchase,Customer Lifetime Value,Customer Type,Engagement Level,Cart Abandonment Rate,Churn Risk
CUST0218,49,Male,112189,Houston,Mobile,"Home & Kitchen, Sports",185,98,353,18130,VIP,Low,0.3377972219602314,High
CUST0219,41,Male,106367,Phoenix,Tablet,"Electronics, Clothing, Home & Kitchen",88,376,153,33088,Returning,Low,0.21461433102771554,Medium
CUST0220,58,Male,101260,San Diego,Mobile,Electronics,155,452,200,70060,VIP,Low,0.6410010446999759,High
CUST0221,69,Other,106619,San Jose,Tablet,Clothing,160,203,365,32480,VIP,Low,0.11614044352566022,High
CUST0222,66,Other,141453,Philadelphia,Tablet,"Clothing, Sports, Home & Kitchen",20,144,114,2880,Returning,Medium,0.08194920867106174,Medium
CUST0223,66,Male,49816,San Antonio,Tablet,"Clothing, Beauty, Home & Kitchen",169,249,158,42081,VIP,Medium,0.05345420995066033,Medium
CUST0224,69,Female,72240,Chicago,Desktop,"Sports, Beauty, Electronics",153,60,41,9180,VIP,Medium,0.2632452949156775,Low
CUST0225,29,Female,36276,San Antonio,Mobile,"Electronics, Beauty, Sports",149,552,246,82248,VIP,Medium,0.4792514448305775,High
CUST0226,56,Female,143939,San Diego,Tablet,"Electronics, Clothing, Sports",41,372,67,15252,Returning,Low,0.5247689393731652,Medium
CUST0227,19,Female,134199,San Jose,Desktop,"Sports, Electronics",81,406,325,32886,Returning,High,0.34462009419811995,High
CUST0228,20,Male,109530,Philadelphia,Tablet,Beauty,151,159,333,24009,VIP,Medium,0.4948136227959233,High
CUST0229,66,Other,53499,San Jose,Desktop,"Home & Kitchen, Clothing, Electronics",162,568,195,92016,VIP,Medium,0.2839441235399862,High
CUST0230,54,Female,118576,Dallas,Tablet,Clothing,49,31,89,1519,Returning,Low,0.4840740429913009,Medium
CUST0231,66,Male,138856,Philadelphia,Mobile,"Clothing, Sports, Electronics",150,130,110,19500,VIP,Low,0.07638739044654272,Medium
CUST0232,34,Female,112495,Dallas,Mobile,"Electronics, Sports",66,562,358,37092,Returning,Low,0.30398943996855265,High
CUST0233,66,Female,101635,Houston,Tablet,"Home & Kitchen, Beauty",168,87,144,14616,VIP,Low,0.5640522904615665,Medium
CUST0234,19,Male,137803,San Diego,Desktop,"Electronics, Clothing",104,418,274,43472,VIP,High,0.5719539197983509,High
CUST0235,19,Other,115112,Houston,Tablet,"Electronics, Sports, Beauty",56,370,178,20720,Returning,High,0.5154967062692014,Medium
CUST0236,45,Other,65946,Los Angeles,Desktop,"Clothing, Home & Kitchen, Sports",23,49,240,1127,Returning,Medium,0.18275510337041184,High
CUST0237,40,Male,85204,San Jose,Tablet,Clothing,113,284,325,32092,VIP,High,0.21068332730491157,High
CUST0238,54,Other,81886,Dallas,Desktop,Clothing,48,346,318,16608,Returning,Medium,0.6974576727219329,High
CUST0239,49,Male,101652,Phoenix,Mobile,"Sports, Beauty, Electronics",11,67,330,737,Returning,Medium,0.11719570468127392,High
CUST0240,50,Male,45563,Houston,Tablet,"Beauty, Electronics, Sports",176,566,152,99616,VIP,High,0.16743075428656606,Medium
CUST0241,18,Male,122324,Los Angeles,Mobile,"Sports, Home & Kitchen, Beauty",121,415,103,50215,VIP,Medium,0.13451706617258619,Medium
CUST0242,36,Other,122464,New York,Mobile,"Electronics, Clothing",72,55,74,3960,Returning,Low,0.2629757263943501,Medium
CUST0243,19,Male,131872,San Antonio,Tablet,"Beauty, Electronics",38,483,127,18354,Returning,Medium,0.18661429290205017,Medium
CUST0244,70,Female,39847,Philadelphia,Tablet,"Clothing, Home & Kitchen, Electronics",198,352,198,69696,VIP,Low,0.37349717370605184,High
CUST0245,61,Other,56155,Los Angeles,Desktop,"Electronics, Clothing",73,542,153,39566,Returning,High,0.35941345947207787,Medium
CUST0246,43,Other,109671,San Diego,Desktop,Clothing,59,42,55,2478,Returning,High,0.635978652643347,Low
CUST0247,49,Other,146891,Houston,Mobile,"Clothing, Sports",14,589,277,8246,Returning,Medium,0.07258096583910796,High
CUST0248,23,Other,113310,San Diego,Desktop,"Sports, Electronics, Beauty",46,400,344,18400,Returning,Low,0.25792172483404613,High
CUST0249,49,Female,97278,San Antonio,Desktop,"Sports, Beauty",45,320,18,14400,Returning,Medium,0.4378276297981086,Low
CUST0250,21,Other,48309,Phoenix,Tablet,"Sports, Home & Kitchen",126,361,158,45486,VIP,High,0.4431211451985764,Medium
CUST0251,28,Other,30619,San Jose,Desktop,Beauty,142,290,25,41180,VIP,Medium,0.36208204885923595,Low
CUST0252,34,Male,113194,San Jose,Mobile,"Electronics, Sports",14,234,168,3276,Returning,Medium,0.5801826015295118,Medium
CUST0253,55,Other,80108,San Diego,Desktop,Electronics,106,416,22,44096,VIP,Low,0.0907694114193982,Low
CUST0254,41,Female,64707,Dallas,Mobile,"Clothing, Beauty",192,497,46,95424,VIP,High,0.5800670476270883,Low
CUST0255,22,Female,50337,Phoenix,Tablet,"Clothing, Home & Kitchen",132,444,12,58608,VIP,Medium,0.3715902562832073,Low
CUST0256,69,Female,111537,San Jose,Mobile,"Electronics, Sports",183,98,216,17934,VIP,Low,0.13694445180005138,High
CUST0257,51,Female,96504,Phoenix,Desktop,Clothing,153,501,321,76653,VIP,Medium,0.6257062438013105,High
CUST0258,23,Other,77614,Los Angeles,Tablet,"Sports, Beauty",140,133,193,18620,VIP,Low,0.4719987067016262,High
CUST0259,39,Other,121428,Phoenix,Desktop,"Sports, Home & Kitchen",197,190,143,37430,VIP,Low,0.1563046964356905,Medium
CUST0260,28,Female,121155,Chicago,Tablet,"Clothing, Sports",96,229,72,21984,Returning,Medium,0.07187232020936729,Medium
CUST0261,65,Female,30281,San Antonio,Tablet,"Clothing, Beauty, Home & Kitchen",117,245,155,28665,VIP,High,0.141721271416222,Medium
CUST0262,33,Other,57420,San Jose,Desktop,"Home & Kitchen, Beauty",82,241,76,19762,Returning,High,0.44571867411725574,Medium
CUST0263,50,Female,110896,Phoenix,Desktop,Beauty,89,537,168,47793,Returning,Low,0.16654255291903147,Medium
CUST0264,26,Male,69030,San Diego,Tablet,"Sports, Electronics",34,45,286,1530,Returning,High,0.19674599866876824,High
CUST0265,23,Female,31058,New York,Tablet,"Beauty, Clothing",53,527,84,27931,Returning,Low,0.06634082174160422,Medium
CUST0266,33,Female,116213,Chicago,Desktop,"Home & Kitchen, Electronics",13,361,181,4693,Returning,High,0.5199049369550923,High
CUST0267,46,Male,106260,Chicago,Mobile,"Sports, Electronics, Beauty",149,580,314,86420,VIP,Medium,0.5767368598436341,High
CUST0268,20,Male,58404,Dallas,Desktop,"Electronics, Sports, Beauty",73,285,296,20805,Returning,High,0.56795131490188,High
CUST0269,37,Other,133482,Phoenix,Tablet,"Clothing, Beauty",62,201,111,12462,Returning,Low,0.13291929838678473,Medium
CUST0270,53,Other,135284,Dallas,Desktop,"Beauty, Electronics",189,527,229,99603,VIP,Low,0.6371457328026935,High
CUST0271,36,Male,59856,Dallas,Mobile,Clothing,66,500,95,33000,Returning,High,0.48698123915815195,Medium
CUST0272,43,Male,39200,New York,Desktop,"Home & Kitchen, Clothing",56,413,167,23128,Returning,Medium,0.6333936045449619,Medium
CUST0273,20,Other,94178,Los Angeles,Tablet,"Home & Kitchen, Clothing, Electronics",193,536,155,103448,VIP,Low,0.3406543279449313,Medium
CUST0274,36,Female,63997,Phoenix,Desktop,"Home & Kitchen, Clothing, Electronics",44,556,104,24464,Returning,Low,0.3340206597044035,Medium
CUST0275,37,Male,55611,Houston,Tablet,"Electronics, Beauty",170,354,192,60180,VIP,Low,0.5599487371451819,High
CUST0276,49,Other,149273,San Jose,Tablet,"Home & Kitchen, Clothing",175,243,329,42525,VIP,Low,0.11064360605988328,High
CUST0277,24,Female,71235,Dallas,Desktop,"Beauty, Home & Kitchen",67,237,131,15879,Returning,Low,0.3885681238126757,Medium
CUST0278,69,Male,147428,San Antonio,Tablet,"Clothing, Home & Kitchen",151,198,354,29898,VIP,Medium,0.5936497531602967,High
CUST0279,58,Female,65057,Philadelphia,Tablet,"Sports, Electronics",54,359,137,19386,Returning,High,0.5896251659952213,Medium
CUST0280,50,Other,31239,San Antonio,Mobile,Beauty,165,309,330,50985,VIP,Medium,0.6714863566225399,High
CUST0281,57,Male,133674,New York,Mobile,"Clothing, Sports, Beauty",145,334,269,48430,VIP,Medium,0.5038771857948552,High
CUST0282,56,Female,144474,New York,Mobile,Sports,82,175,37,14350,Returning,Low,0.1850509091358234,Low
CUST0283,35,Male,95661,San Diego,Mobile,Home & Kitchen,101,545,44,55045,VIP,Medium,0.06318220468147753,Low
CUST0284,57,Female,75272,Los Angeles,Tablet,"Clothing, Beauty, Sports",194,119,162,23086,VIP,Low,0.3616202691076162,Medium
CUST0285,18,Other,119393,San Jose,Desktop,"Home & Kitchen, Sports",47,482,330,22654,Returning,Medium,0.38390751265466105,High
CUST0286,28,Other,91212,Dallas,Tablet,"Electronics, Beauty, Sports",181,89,252,16109,VIP,Low,0.20617067992430543,High
CUST0287,45,Male,45398,San Antonio,Tablet,"Clothing, Electronics, Home & Kitchen",40,340,168,13600,Returning,Low,0.13105334063034207,Medium
CUST0288,42,Female,86503,Philadelphia,Tablet,Home & Kitchen,126,557,284,70182,VIP,Medium,0.4310353080238308,High
CUST0289,67,Male,36638,New York,Desktop,Home & Kitchen,112,256,273,28672,VIP,Medium,0.5467661881156918,High
CUST0290,40,Male,36570,New York,Mobile,"Sports, Clothing, Electronics",14,503,19,7042,Returning,High,0.6955501673336043,Low
CUST0291,48,Female,98785,Los Angeles,Tablet,"Sports, Home & Kitchen",99,570,238,56430,Returning,High,0.542896701186837,High
CUST0292,47,Female,39110,Philadelphia,Tablet,"Home & Kitchen, Clothing",10,108,269,1080,New,High,0.5658610692661276,High
CUST0293,59,Female,135899,Philadelphia,Mobile,"Clothing, Electronics",61,462,309,28182,Returning,Medium,0.4506995708487183,High
CUST0294,52,Other,109141,Los Angeles,Tablet,"Electronics, Home & Kitchen",133,182,30,24206,VIP,Medium,0.6908497283305115,Low
CUST0295,24,Male,42115,New York,Desktop,Electronics,75,430,313,32250,Returning,Low,0.4659716503244707,High
CUST0296,33,Male,69062,San Jose,Tablet,Clothing,190,308,103,58520,VIP,High,0.6091646361598078,Medium
CUST0297,43,Other,52911,Phoenix,Tablet,"Sports, Home & Kitchen, Electronics",25,86,169,2150,Returning,Low,0.6647600200566212,Medium
CUST0298,65,Female,134061,Phoenix,Mobile,"Sports, Electronics",96,215,185,20640,Returning,Low,0.6544080253253646,High
CUST0299,69,Other,62556,Los Angeles,Tablet,Beauty,131,427,127,55937,VIP,Low,0.2979199734591817,Medium
CUST0300,66,Other,108131,Philadelphia,Tablet,"Sports, Beauty, Electronics",84,187,209,15708,Returning,Low,0.10113033790426812,High
CUST0301,19,Other,31969,Dallas,Desktop,"Electronics, Clothing, Beauty",60,388,280,23280,Returning,High,0.16171790665051045,High
CUST0302,18,Male,73753,Los Angeles,Mobile,"Electronics, Sports, Clothing",120,469,252,56280,VIP,Low,0.08849514850779486,High
CUST0303,65,Other,112811,San Jose,Mobile,Sports,152,495,18,75240,VIP,Medium,0.11850800763894101,Low
CUST0304,29,Male,34470,Los Angeles,Desktop,"Home & Kitchen, Sports, Electronics",186,475,199,88350,VIP,Medium,0.17002330983090347,High
CUST0305,22,Male,40225,Chicago,Tablet,"Home & Kitchen, Beauty, Electronics",29,517,219,14993,Returning,Medium,0.27171130578181113,High
CUST0306,54,Male,137860,San Antonio,Mobile,"Beauty, Clothing, Home & Kitchen",160,559,135,89440,VIP,High,0.40330077027379924,Medium
CUST0307,49,Female,137510,Philadelphia,Mobile,"Home & Kitchen, Electronics, Sports",9,102,222,918,New,Low,0.5125933385808058,High
CUST0308,26,Male,138295,San Diego,Tablet,"Clothing, Sports",124,46,2,5704,VIP,High,0.18710276846923274,Low
CUST0309,58,Male,53196,San Diego,Tablet,Home & Kitchen,25,560,235,14000,Returning,Low,0.48713956275479053,High
CUST0310,52,Female,135823,Philadelphia,Mobile,Beauty,22,355,341,7810,Returning,High,0.5077683984265727,High
CUST0311,36,Male,43669,San Jose,Tablet,Beauty,179,575,227,102925,VIP,High,0.4131045189630231,High
CUST0312,65,Other,67380,Chicago,Mobile,Beauty,61,231,141,14091,Returning,Low,0.6373516153691619,Medium
CUST0313,33,Other,140677,Chicago,Tablet,Electronics,97,373,8,36181,Returning,High,0.12214662904917692,Low
CUST0314,20,Male,145886,New York,Tablet,Electronics,23,552,189,12696,Returning,Low,0.16512894744157264,High
CUST0315,37,Female,78320,San Antonio,Desktop,"Beauty, Electronics",132,429,349,56628,VIP,Medium,0.3286321358531651,High
CUST0316,41,Other,77414,Phoenix,Tablet,Home & Kitchen,101,247,164,24947,VIP,Medium,0.13236327790225527,Medium
CUST0317,50,Female,133542,Houston,Desktop,"Home & Kitchen, Beauty",197,474,138,93378,VIP,Medium,0.41809249342065674,Medium
CUST0318,41,Female,45577,San Jose,Tablet,"Home & Kitchen, Clothing",135,251,275,33885,VIP,High,0.30896030329612584,High
CUST0319,69,Other,118009,Houston,Mobile,"Home & Kitchen, Clothing",174,412,290,71688,VIP,Medium,0.23498726644834694,High
CUST0320,28,Female,85409,Houston,Mobile,"Electronics, Sports",25,36,52,900,Returning,Low,0.16049337846146422,Low
CUST0321,66,Other,58625,Philadelphia,Tablet,"Home & Kitchen, Sports, Electronics",44,301,174,13244,Returning,Medium,0.2679698549263367,Medium
CUST0322,25,Female,111040,San Diego,Tablet,"Sports, Beauty, Home & Kitchen",71,45,109,3195,Returning,Medium,0.4451735780410222,Medium
CUST0323,53,Other,54089,San Diego,Mobile,"Clothing, Electronics",157,453,202,71121,VIP,High,0.4242603870781175,High
CUST0324,55,Male,66487,Phoenix,Tablet,"Clothing, Home & Kitchen",131,553,135,72443,VIP,Low,0.15635560013665198,Medium
CUST0325,57,Other,95838,Philadelphia,Desktop,"Sports, Clothing",59,50,3,2950,Returning,High,0.13119787698141172,Low
CUST0326,37,Other,126999,Houston,Desktop,"Home & Kitchen, Electronics, Clothing",184,257,154,47288,VIP,High,0.06733989569576715,Medium
CUST0327,52,Other,140448,Dallas,Desktop,"Sports, Beauty",176,317,171,55792,VIP,Low,0.05807663596605597,Medium
CUST0328,65,Other,124795,San Diego,Desktop,"Home & Kitchen, Electronics",113,163,357,18419,VIP,High,0.6218767832177954,High
CUST0329,42,Female,80138,San Jose,Desktop,"Beauty, Home & Kitchen, Clothing",102,312,46,31824,VIP,Low,0.07930775640350345,Low
CUST0330,52,Male,72823,San Jose,Tablet,"Sports, Clothing, Electronics",188,433,93,81404,VIP,Medium,0.52529372141761,Medium
CUST0331,42,Other,67208,New York,Tablet,"Sports, Clothing, Beauty",187,95,47,17765,VIP,Low,0.616790312559222,Low
CUST0332,46,Female,84061,Los Angeles,Desktop,"Electronics, Sports",116,466,239,54056,VIP,Low,0.11373760156559742,High
CUST0333,35,Male,60659,Dallas,Tablet,"Electronics, Clothing",119,288,346,34272,VIP,Low,0.3335959254914614,High
CUST0334,63,Male,131376,San Diego,Tablet,"Electronics, Beauty, Sports",121,132,212,15972,VIP,High,0.6754969390632798,High
CUST0335,35,Male,61890,Chicago,Desktop,"Home & Kitchen, Electronics",91,596,339,54236,Returning,Low,0.5921901293403303,High
CUST0336,19,Male,109134,San Diego,Tablet,"Beauty, Clothing, Electronics",85,130,323,11050,Returning,Low,0.36830762070760575,High
CUST0337,52,Other,77055,New York,Tablet,"Home & Kitchen, Clothing, Sports",70,227,138,15890,Returning,Low,0.5456712233145093,Medium
CUST0338,33,Other,142269,San Jose,Tablet,"Clothing, Electronics",23,255,204,5865,Returning,Medium,0.5916954558805815,High
CUST0339,58,Female,49508,Houston,Desktop,Beauty,139,492,72,68388,VIP,Low,0.27621752607266753,Medium
CUST0340,53,Female,72287,Chicago,Tablet,"Home & Kitchen, Electronics",122,266,3,32452,VIP,High,0.6298993959654745,Low
CUST0341,50,Female,108916,Philadelphia,Mobile,"Electronics, Clothing, Beauty",195,55,75,10725,VIP,Low,0.35580765779015183,Medium
CUST0342,21,Male,56984,San Antonio,Mobile,"Sports, Electronics, Clothing",46,150,328,6900,Returning,Low,0.3930747863132394,High
CUST0343,50,Male,140169,Houston,Desktop,"Beauty, Clothing",46,535,76,24610,Returning,Medium,0.6998099645841901,Medium
CUST0344,31,Other,38125,San Antonio,Mobile,Beauty,63,211,303,13293,Returning,Low,0.5981469279989048,High
CUST0345,38,Male,66059,Dallas,Desktop,Home & Kitchen,24,572,255,13728,Returning,High,0.285150503752437,High
CUST0346,65,Male,99569,Los Angeles,Mobile,"Clothing, Beauty",77,344,101,26488,Returning,Low,0.05672463770725497,Medium
CUST0347,37,Male,133409,Chicago,Mobile,"Electronics, Beauty, Clothing",21,302,105,6342,Returning,High,0.4570131479660315,Medium
CUST0348,25,Female,47087,Phoenix,Mobile,Home & Kitchen,31,261,332,8091,Returning,Medium,0.50754372698327,High
CUST0349,24,Female,136437,Chicago,Desktop,"Home & Kitchen, Electronics, Clothing",179,449,38,80371,VIP,Low,0.47302174859319673,Low
CUST0350,20,Other,145262,San Diego,Desktop,"Sports, Clothing",6,471,313,2826,New,Medium,0.6791105282560884,High
CUST0351,34,Male,35704,San Jose,Tablet,"Beauty, Electronics",67,525,274,35175,Returning,Low,0.6109311677658937,High
CUST0352,50,Male,90576,San Diego,Desktop,"Sports, Electronics",66,53,87,3498,Returning,High,0.3417406005674215,Medium
CUST0353,65,Other,103384,San Diego,Mobile,Home & Kitchen,104,138,210,14352,VIP,Medium,0.09085736685704762,High
CUST0354,29,Male,117128,Dallas,Mobile,Home & Kitchen,23,531,76,12213,Returning,Low,0.3594382001762979,Medium
CUST0355,68,Male,141279,Houston,Desktop,"Beauty, Home & Kitchen",21,54,76,1134,Returning,High,0.49800861297531496,Medium
CUST0356,39,Female,102460,Phoenix,Desktop,Electronics,73,216,27,15768,Returning,Medium,0.4450113753475529,Low
CUST0357,39,Other,57208,Phoenix,Desktop,"Beauty, Sports",171,317,244,54207,VIP,Low,0.39978909401207513,High
CUST0358,63,Other,148516,San Diego,Tablet,"Clothing, Home & Kitchen, Electronics",121,367,65,44407,VIP,Medium,0.3547323227099068,Medium
CUST0359,47,Other,115150,San Antonio,Mobile,Beauty,85,66,265,5610,Returning,Low,0.24094521746780106,High
CUST0360,55,Other,96024,Dallas,Tablet,Home & Kitchen,43,166,204,7138,Returning,High,0.23027539512100897,High
CUST0361,55,Female,69882,San Diego,Tablet,"Home & Kitchen, Electronics",40,537,57,21480,Returning,High,0.37515046130177115,Low
CUST0362,62,Female,55923,Los Angeles,Mobile,"Sports, Clothing, Electronics",172,256,200,44032,VIP,Medium,0.15439204517927185,High
CUST0363,68,Male,144044,San Jose,Mobile,"Clothing, Beauty",177,349,224,61773,VIP,Medium,0.271445525323621,High
CUST0364,25,Male,131477,Houston,Desktop,"Home & Kitchen, Clothing",136,211,141,28696,VIP,Low,0.2605865285615647,Medium
CUST0365,44,Male,59165,Philadelphia,Desktop,"Clothing, Beauty",157,115,83,18055,VIP,High,0.43163632102973054,Medium
CUST0366,44,Male,97203,Los Angeles,Tablet,Electronics,162,496,142,80352,VIP,Low,0.09334349523596597,Medium
CUST0367,51,Female,121749,San Antonio,Desktop,"Sports, Home & Kitchen",200,82,351,16400,VIP,High,0.5892846421723118,High
CUST0368,38,Other,34114,Chicago,Desktop,"Clothing, Beauty, Home & Kitchen",33,264,32,8712,Returning,Medium,0.4155459472498613,Low
CUST0369,47,Female,94965,Chicago,Mobile,"Electronics, Sports, Home & Kitchen",200,462,151,92400,VIP,Low,0.48603734250435787,Medium
CUST0370,50,Male,66321,Los Angeles,Mobile,"Beauty, Home & Kitchen, Electronics",55,525,157,28875,Returning,Low,0.5070110374436313,Medium
CUST0371,45,Female,103297,San Diego,Desktop,"Home & Kitchen, Sports",156,129,140,20124,VIP,High,0.23946468894764872,Medium
CUST0372,64,Other,126652,Philadelphia,Mobile,"Electronics, Home & Kitchen, Sports",18,432,250,7776,Returning,High,0.3557415188001632,High
CUST0373,50,Other,129304,New York,Desktop,"Beauty, Electronics, Home & Kitchen",73,425,302,31025,Returning,High,0.6715598713152836,High
CUST0374,22,Female,143942,New York,Mobile,Sports,150,556,111,83400,VIP,Medium,0.5483584046979296,Medium
CUST0375,65,Female,55426,San Antonio,Mobile,Clothing,174,444,143,77256,VIP,Low,0.6802119688950704,Medium
CUST0376,36,Female,47772,San Diego,Mobile,"Electronics, Beauty, Sports",61,492,208,30012,Returning,High,0.5350653243450874,High
CUST0377,21,Male,133754,Phoenix,Mobile,"Clothing, Home & Kitchen, Sports",16,570,223,9120,Returning,Medium,0.1641400908105363,High
CUST0378,52,Female,33712,Phoenix,Desktop,Clothing,21,393,42,8253,Returning,High,0.09194832449903956,Low
CUST0379,66,Female,31367,Houston,Tablet,"Home & Kitchen, Sports, Electronics",34,159,263,5406,Returning,Low,0.4254799338677813,High
CUST0380,34,Female,136493,Philadelphia,Mobile,Home & Kitchen,92,113,243,10396,Returning,High,0.2825786318066962,High
CUST0381,61,Other,137317,Philadelphia,Desktop,"Beauty, Electronics",103,300,2,30900,VIP,Low,0.2290476415898106,Low
CUST0382,45,Other,145142,Chicago,Desktop,"Clothing, Beauty, Electronics",27,273,124,7371,Returning,Medium,0.5746871476765213,Medium
CUST0383,47,Male,121736,Dallas,Mobile,"Home & Kitchen, Electronics, Sports",133,417,267,55461,VIP,Medium,0.28854562360326574,High
CUST0384,46,Male,81924,San Antonio,Tablet,Sports,83,243,83,20169,Returning,High,0.2560506303272975,Medium
CUST0385,63,Other,33726,New York,Mobile,"Sports, Beauty",36,195,15,7020,Returning,Low,0.6024919355598567,Low
CUST0386,70,Other,119152,San Antonio,Desktop,Sports,13,88,333,1144,Returning,Low,0.600086768716199,High
CUST0387,23,Other,57723,Phoenix,Tablet,Sports,19,533,58,10127,Returning,Low,0.28163831454078675,Low
CUST0388,52,Female,133110,Phoenix,Desktop,"Home & Kitchen, Clothing",160,152,176,24320,VIP,High,0.5911241556408781,Medium
CUST0389,58,Female,130494,Los Angeles,Mobile,Electronics,156,442,62,68952,VIP,Low,0.6030060187162293,Medium
CUST0390,54,Other,39108,Houston,Tablet,"Clothing, Beauty",192,168,48,32256,VIP,Low,0.325554847769283,Low
CUST0391,41,Female,107714,Philadelphia,Desktop,"Clothing, Home & Kitchen",167,258,306,43086,VIP,Low,0.09320753463596151,High
CUST0392,46,Female,65643,San Jose,Desktop,"Beauty, Clothing",31,303,245,9393,Returning,Low,0.05103001890312107,High
CUST0393,66,Male,61324,San Antonio,Desktop,"Clothing, Sports",113,468,288,52884,VIP,High,0.3901401008778467,High
CUST0394,63,Other,133896,Phoenix,Mobile,"Beauty, Home & Kitchen, Clothing",80,591,285,47280,Returning,High,0.2736490706907312,High
CUST0395,70,Other,113360,Dallas,Tablet,"Sports, Clothing, Home & Kitchen",152,147,331,22344,VIP,Low,0.6981357312029378,High
CUST0396,48,Female,140896,Chicago,Mobile,"Sports, Beauty",69,512,14,35328,Returning,Low,0.5520671497577347,Low
CUST0397,52,Other,38927,New York,Mobile,Home & Kitchen,181,424,337,76744,VIP,Medium,0.5448290466277681,High
CUST0398,50,Male,123680,Houston,Mobile,"Home & Kitchen, Clothing, Beauty",113,489,254,55257,VIP,Medium,0.6709077993867734,High
CUST0399,69,Male,126546,Dallas,Tablet,"Electronics, Beauty",133,107,91,14231,VIP,Low,0.6270208586306585,Medium
CUST0400,38,Male,52443,Houston,Mobile,"Electronics, Beauty",14,441,278,6174,Returning,Low,0.2568218616466526,High
CUST0401,49,Other,109973,Los Angeles,Mobile,"Beauty, Clothing",51,104,205,5304,Returning,Medium,0.15789169404251963,High
CUST0402,40,Other,93449,San Jose,Mobile,"Clothing, Electronics, Home & Kitchen",127,324,93,41148,VIP,Medium,0.5348299722925633,Medium
CUST0403,50,Other,139834,Phoenix,Mobile,"Electronics, Home & Kitchen, Clothing",63,50,224,3150,Returning,Low,0.29587803089386744,High
CUST0404,20,Other,135314,Chicago,Desktop,"Clothing, Electronics",100,200,300,20000,Returning,High,0.35756222356012163,High
CUST0405,35,Other,106743,Dallas,Mobile,"Electronics, Home & Kitchen",194,44,317,8536,VIP,High,0.4597585253286374,High
CUST0406,42,Male,90233,Houston,Desktop,"Sports, Beauty, Electronics",107,240,198,25680,VIP,Low,0.6401172400079064,High
CUST0407,59,Female,55537,Philadelphia,Mobile,Sports,128,589,270,75392,VIP,Low,0.32240703988612784,High
CUST0408,48,Male,131293,Los Angeles,Tablet,Electronics,90,115,233,10350,Returning,Medium,0.5591559786425848,High
CUST0409,20,Other,107576,Philadelphia,Desktop,"Beauty, Electronics, Sports",150,178,45,26700,VIP,Medium,0.22442086432852731,Low
CUST0410,57,Male,137522,Chicago,Desktop,Clothing,116,401,63,46516,VIP,High,0.5036816641003488,Medium
CUST0411,63,Other,52612,Dallas,Desktop,"Clothing, Beauty, Home & Kitchen",178,509,229,90602,VIP,Low,0.05102662370064272,High
CUST0412,41,Other,123977,Los Angeles,Desktop,Electronics,164,180,248,29520,VIP,Medium,0.6164796887689126,High
CUST0413,67,Male,36471,Dallas,Tablet,Beauty,31,170,245,5270,Returning,High,0.06974672697040063,High
CUST0414,49,Other,65631,Phoenix,Mobile,"Electronics, Home & Kitchen",22,98,74,2156,Returning,High,0.5132899405956797,Medium
CUST0415,64,Female,138997,San Diego,Desktop,"Beauty, Electronics",171,289,156,49419,VIP,High,0.08006782301983453,Medium
CUST0416,39,Other,122059,Los Angeles,Tablet,"Electronics, Beauty",181,550,222,99550,VIP,Medium,0.2230597046061022,High
CUST0417,40,Female,61348,Philadelphia,Desktop,"Beauty, Home & Kitchen",86,400,189,34400,Returning,Medium,0.3731815623117595,High
CUST0418,19,Female,94732,Chicago,Mobile,"Electronics, Clothing, Sports",176,448,51,78848,VIP,Low,0.32296014547635477,Low
CUST0419,44,Other,31177,San Jose,Desktop,Electronics,76,130,87,9880,Returning,Low,0.17469347449065686,Medium
CUST0420,59,Male,34760,Phoenix,Tablet,Sports,58,272,312,15776,Returning,High,0.2669796926110043,High
CUST0421,19,Female,62779,San Diego,Mobile,"Sports, Home & Kitchen, Clothing",166,541,338,89806,VIP,High,0.5230091405396285,High
CUST0422,43,Male,51636,San Jose,Tablet,"Home & Kitchen, Sports",75,584,65,43800,Returning,Medium,0.4850171101767713,Medium
CUST0423,34,Female,111889,New York,Mobile,"Home & Kitchen, Sports",168,124,149,20832,VIP,Medium,0.0966794794465452,Medium
CUST0424,57,Other,83551,Phoenix,Mobile,"Beauty, Sports",150,255,19,38250,VIP,Low,0.535755286622376,Low
CUST0425,50,Other,41556,Chicago,Mobile,"Electronics, Clothing",42,547,32,22974,Returning,Low,0.08447982277806843,Low
CUST0426,26,Female,57598,Houston,Desktop,"Sports, Electronics, Beauty",191,243,327,46413,VIP,Low,0.4029021529148598,High
CUST0427,60,Other,41563,Los Angeles,Tablet,"Electronics, Sports, Clothing",141,96,280,13536,VIP,Medium,0.2190407862274239,High
CUST0428,65,Female,76819,Dallas,Tablet,"Beauty, Clothing",183,425,45,77775,VIP,High,0.4319985829138822,Low
CUST0429,56,Other,139326,Chicago,Tablet,"Electronics, Home & Kitchen",39,41,72,1599,Returning,Low,0.2198634573615862,Medium
CUST0430,46,Male,103770,Los Angeles,Mobile,"Sports, Home & Kitchen, Electronics",86,266,353,22876,Returning,Low,0.6902226802567901,High
CUST0431,59,Other,121055,San Jose,Desktop,Beauty,137,428,312,58636,VIP,Medium,0.2513233194228957,High
CUST0432,43,Male,56966,Dallas,Mobile,"Beauty, Home & Kitchen, Clothing",146,436,342,63656,VIP,Low,0.20727441318842238,High
